[ 2026-03-30 02:38:15 | node_45 | INFO ] 📤 Sending model to 1 direct neighbors: ['node']
[ 2026-03-30 02:38:28 | node_35 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_19 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_26 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_11 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_21 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_16 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.7200815081596375, 'test_acc': 0.9549999833106995, 'test_precision': 0.9552386999130249, 'test_recall': 0.9520331621170044, 'test_f1': 0.9529363512992859, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5722119808197021, 'test_acc': 0.9549999833106995, 'test_precision': 0.9534050226211548, 'test_recall': 0.9541693925857544, 'test_f1': 0.9529479742050171, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.456513911485672, 'test_acc': 0.9599999785423279, 'test_precision': 0.96047043800354, 'test_recall': 0.954212486743927, 'test_f1': 0.9565426111221313, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_43 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3655252456665039, 'test_acc': 0.9750000238418579, 'test_precision': 0.977206826210022, 'test_recall': 0.9743239879608154, 'test_f1': 0.9753756523132324, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_21 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_28 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_19 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.1400328129529953, 'test_acc': 0.9850000143051147, 'test_precision': 0.9825855493545532, 'test_recall': 0.9818910360336304, 'test_f1': 0.9820581674575806, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_37 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5949681997299194, 'test_acc': 0.9549999833106995, 'test_precision': 0.9539336562156677, 'test_recall': 0.9632222652435303, 'test_f1': 0.9569825530052185, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_11 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_29 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_33 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_33 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_10 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_44 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_18 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_7 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_20 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_27 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_20 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_10 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_7 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_44 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_32 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_45 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_18 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2938697934150696, 'test_acc': 0.9900000095367432, 'test_precision': 0.990414023399353, 'test_recall': 0.9908907413482666, 'test_f1': 0.9904195666313171, 'communication_cost': 184406404}
[ 2026-03-30 02:38:28 | node_26 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_17 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.28494957089424133, 'test_acc': 0.9750000238418579, 'test_precision': 0.9736186265945435, 'test_recall': 0.9767879247665405, 'test_f1': 0.9747339487075806, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_38 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_32 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_45 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_26 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_39 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_38 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_4 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_25 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_21 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.15124155580997467, 'test_acc': 0.9750000238418579, 'test_precision': 0.9759962558746338, 'test_recall': 0.9784098863601685, 'test_f1': 0.976884663105011, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_36 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_4 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_19 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24018798768520355, 'test_acc': 0.9800000190734863, 'test_precision': 0.9834176898002625, 'test_recall': 0.975454568862915, 'test_f1': 0.9786288738250732, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_39 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_36 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_24 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_25 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_35 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_35 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_11 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5054071545600891, 'test_acc': 0.9599999785423279, 'test_precision': 0.9625077247619629, 'test_recall': 0.9637607336044312, 'test_f1': 0.9625648260116577, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_28 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.43895089626312256, 'test_acc': 0.9549999833106995, 'test_precision': 0.9539048671722412, 'test_recall': 0.9481304883956909, 'test_f1': 0.9499800205230713, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_24 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_27 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_29 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24761460721492767, 'test_acc': 0.9700000286102295, 'test_precision': 0.9726389050483704, 'test_recall': 0.9690026044845581, 'test_f1': 0.9696932435035706, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_27 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_37 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.469613254070282, 'test_acc': 0.9599999785423279, 'test_precision': 0.9558023810386658, 'test_recall': 0.9569392204284668, 'test_f1': 0.9558291435241699, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_43 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.26068875193595886, 'test_acc': 0.9700000286102295, 'test_precision': 0.964047372341156, 'test_recall': 0.9721628427505493, 'test_f1': 0.9672521352767944, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_16 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_10 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5053122043609619, 'test_acc': 0.9549999833106995, 'test_precision': 0.9576799273490906, 'test_recall': 0.955464243888855, 'test_f1': 0.955700159072876, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_46 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_6 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_23 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_6 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_46 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_22 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_32 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.15115249156951904, 'test_acc': 0.9750000238418579, 'test_precision': 0.9777015447616577, 'test_recall': 0.9771277904510498, 'test_f1': 0.976736307144165, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_20 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17897985875606537, 'test_acc': 0.9850000143051147, 'test_precision': 0.9850000143051147, 'test_recall': 0.9878307580947876, 'test_f1': 0.9860225915908813, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_18 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2913658022880554, 'test_acc': 0.9700000286102295, 'test_precision': 0.97059166431427, 'test_recall': 0.9718915820121765, 'test_f1': 0.9709835052490234, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_23 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_43 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_44 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2081051468849182, 'test_acc': 0.9599999785423279, 'test_precision': 0.9654969573020935, 'test_recall': 0.9653182029724121, 'test_f1': 0.9647411108016968, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_30 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_31 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_45 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.1294436901807785, 'test_acc': 0.9850000143051147, 'test_precision': 0.9847223162651062, 'test_recall': 0.9859157800674438, 'test_f1': 0.9849308133125305, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_43 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_22 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_39 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.191792830824852, 'test_acc': 0.9750000238418579, 'test_precision': 0.9745000600814819, 'test_recall': 0.972402036190033, 'test_f1': 0.9728208184242249, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_40 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_16 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_40 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.14907030761241913, 'test_acc': 0.9850000143051147, 'test_precision': 0.9863096475601196, 'test_recall': 0.9811966419219971, 'test_f1': 0.9829900860786438, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_25 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.14304879307746887, 'test_acc': 0.9800000190734863, 'test_precision': 0.9808436036109924, 'test_recall': 0.979320228099823, 'test_f1': 0.9798356890678406, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_3 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_16 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_30 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_31 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_38 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.15252286195755005, 'test_acc': 0.9800000190734863, 'test_precision': 0.978787899017334, 'test_recall': 0.9820000529289246, 'test_f1': 0.979668140411377, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_3 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_24 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.20758382976055145, 'test_acc': 0.9950000047683716, 'test_precision': 0.9941177368164062, 'test_recall': 0.9937500953674316, 'test_f1': 0.9937440752983093, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_17 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_8 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_8 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_21 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_19 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_5 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:28 | node_48 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:28 | node_46 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.655260443687439, 'test_acc': 0.9599999785423279, 'test_precision': 0.9611499309539795, 'test_recall': 0.9620288610458374, 'test_f1': 0.9610838890075684, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_5 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:28 | node_48 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:28 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:28 | node_23 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.1789642721414566, 'test_acc': 0.9850000143051147, 'test_precision': 0.9863044023513794, 'test_recall': 0.9834868907928467, 'test_f1': 0.9846271276473999, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_22 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.10376231372356415, 'test_acc': 0.9800000190734863, 'test_precision': 0.9773414134979248, 'test_recall': 0.977766752243042, 'test_f1': 0.9769512414932251, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_31 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.37518996000289917, 'test_acc': 0.9649999737739563, 'test_precision': 0.9677353501319885, 'test_recall': 0.9646050930023193, 'test_f1': 0.9646867513656616, 'communication_cost': 3763396}
[ 2026-03-30 02:38:28 | node_40 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5878021121025085, 'test_acc': 0.9549999833106995, 'test_precision': 0.950829029083252, 'test_recall': 0.9624680280685425, 'test_f1': 0.9540536999702454, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_30 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.20932471752166748, 'test_acc': 0.9700000286102295, 'test_precision': 0.9713363647460938, 'test_recall': 0.9709921479225159, 'test_f1': 0.970180869102478, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_17 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_28 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_17 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_19 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_11 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_21 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_19 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_21 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_11 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_29 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_37 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_47 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:29 | node_47 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:29 | node_28 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_28 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_42 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:29 | node_48 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.11854325979948044, 'test_acc': 0.9850000143051147, 'test_precision': 0.985119104385376, 'test_recall': 0.9839286804199219, 'test_f1': 0.9843446612358093, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_42 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:29 | node_49 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:29 | node_29 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_29 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_49 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:29 | node_37 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_37 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_10 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_32 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_9 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_9 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_18 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_47 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.1681474894285202, 'test_acc': 0.9850000143051147, 'test_precision': 0.984941840171814, 'test_recall': 0.9796258807182312, 'test_f1': 0.9816395044326782, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_41 | INFO ] 🤫 Gossip finished.
[ 2026-03-30 02:38:29 | node_20 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_10 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_41 | INFO ] 🔬 Evaluating...
[ 2026-03-30 02:38:29 | node_32 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_32 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_10 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_42 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2941994071006775, 'test_acc': 0.9649999737739563, 'test_precision': 0.9644997119903564, 'test_recall': 0.961942195892334, 'test_f1': 0.9628095030784607, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_49 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24037884175777435, 'test_acc': 0.9649999737739563, 'test_precision': 0.9702526330947876, 'test_recall': 0.9627622365951538, 'test_f1': 0.9651168584823608, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_44 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_45 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_18 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_18 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_44 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_20 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_39 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_44 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_20 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_45 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_45 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_25 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_38 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_41 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24730487167835236, 'test_acc': 0.9700000286102295, 'test_precision': 0.9638063311576843, 'test_recall': 0.9697006940841675, 'test_f1': 0.9658420085906982, 'communication_cost': 3763396}
[ 2026-03-30 02:38:29 | node_39 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_39 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_24 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_2 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_2 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_25 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_25 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_46 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_38 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_38 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_23 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_24 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_24 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_22 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_46 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_46 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_23 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_31 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_23 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_22 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_40 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_22 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_30 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_31 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_48 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_31 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_40 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_40 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_47 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_30 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_30 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_48 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_42 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_48 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_49 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_47 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_47 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_41 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-30 02:38:29 | node_42 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_42 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_49 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_49 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:29 | node_41 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:29 | node_41 | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:30 | node | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-30 02:38:30 | node | INFO ] 😋 Training finished!!
[ 2026-03-30 02:38:31 | None | INFO ] 🏁 All nodes finished training. Waiting 10s for final synchronization...
[ 2026-03-30 02:38:41 | node | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node | INFO ] InMemoryServer stopped at node
[ 2026-03-30 02:38:41 | node_1 | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node_1 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node_1 | INFO ] InMemoryServer stopped at node_1
[ 2026-03-30 02:38:41 | node_2 | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node_2 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node_2 | INFO ] InMemoryServer stopped at node_2
[ 2026-03-30 02:38:41 | node_3 | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node_3 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node_3 | INFO ] InMemoryServer stopped at node_3
[ 2026-03-30 02:38:41 | node_4 | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node_4 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node_4 | INFO ] InMemoryServer stopped at node_4
[ 2026-03-30 02:38:41 | node_5 | INFO ] Stopping node...
[ 2026-03-30 02:38:41 | node_5 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:41 | node_5 | INFO ] InMemoryServer stopped at node_5
[ 2026-03-30 02:38:42 | node_6 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_6 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_6 | INFO ] InMemoryServer stopped at node_6
[ 2026-03-30 02:38:42 | node_7 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_7 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_7 | INFO ] InMemoryServer stopped at node_7
[ 2026-03-30 02:38:42 | node_8 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_8 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_8 | INFO ] InMemoryServer stopped at node_8
[ 2026-03-30 02:38:42 | node_9 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_9 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_9 | INFO ] InMemoryServer stopped at node_9
[ 2026-03-30 02:38:42 | node_10 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_10 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_10 | INFO ] InMemoryServer stopped at node_10
[ 2026-03-30 02:38:42 | node_11 | INFO ] Stopping node...
