[ 2026-05-14 11:56:07 | node_34 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:15 | node_5 | INFO ] 🧩 Model added for round 95 (7/9) from ['node_6']
[ 2026-05-14 11:58:15 | node_6 | INFO ] 🧩 Model added for round 95 (7/15) from ['node_46']
[ 2026-05-14 11:58:15 | node_43 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:15 | node_22 | INFO ] ♻️ Proactively processing 6 early models for round 95.
[ 2026-05-14 11:58:15 | node_6 | INFO ] 🧩 Model added for round 95 (8/15) from ['node_28']
[ 2026-05-14 11:58:15 | node_1 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_44']
[ 2026-05-14 11:58:15 | node_43 | INFO ] ✅ [FORCE] Local model added for round 95. (5/12)
[ 2026-05-14 11:58:15 | node_22 | INFO ] 🧩 Model added for round 95 (1/13) from ['node_8']
[ 2026-05-14 11:58:15 | node_43 | INFO ] 📤 Sending model to 11 direct neighbors: ['node_1', 'node_4', 'node_11', 'node_12', 'node_13', 'node_16', 'node_17', 'node_22', 'node_31', 'node_44', 'node_49']
[ 2026-05-14 11:58:15 | node_22 | INFO ] 🧩 Model added for round 95 (2/13) from ['node_1']
[ 2026-05-14 11:58:15 | node_26 | INFO ] 🧩 Model added for round 95 (4/12) from ['node_39']
[ 2026-05-14 11:58:15 | node_22 | INFO ] 🧩 Model added for round 95 (3/13) from ['node_3']
[ 2026-05-14 11:58:15 | node_22 | INFO ] 🧩 Model added for round 95 (4/13) from ['node_48']
[ 2026-05-14 11:58:15 | node_18 | INFO ] 🧩 Model added for round 95 (5/7) from ['node_37']
[ 2026-05-14 11:58:15 | node_22 | INFO ] 🧩 Model added for round 95 (5/13) from ['node_35']
[ 2026-05-14 11:58:15 | node_32 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:16 | node_22 | INFO ] 🧩 Model added for round 95 (6/13) from ['node_30']
[ 2026-05-14 11:58:16 | node_8 | INFO ] 🧩 Model added for round 95 (3/4) from ['node_40']
[ 2026-05-14 11:58:16 | node_19 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:16 | node_22 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:58:16 | node_13 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:16 | node_19 | INFO ] ✅ [FORCE] Local model added for round 95. (3/11)
[ 2026-05-14 11:58:16 | node_17 | INFO ] 🧩 Model added for round 95 (5/14) from ['node_23']
[ 2026-05-14 11:58:16 | node_1 | INFO ] 🧩 Model added for round 95 (8/10) from ['node_43']
[ 2026-05-14 11:58:16 | node_13 | INFO ] ✅ [FORCE] Local model added for round 95. (5/10)
[ 2026-05-14 11:58:16 | node_19 | INFO ] 📤 Sending model to 10 direct neighbors: ['node_14', 'node_16', 'node_20', 'node_22', 'node_23', 'node_28', 'node_30', 'node_37', 'node_38', 'node_49']
[ 2026-05-14 11:58:16 | node_19 | INFO ] 🧩 Model added for round 95 (4/11) from ['node_14']
[ 2026-05-14 11:58:16 | node_13 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_2', 'node_12', 'node_18', 'node_26', 'node_32', 'node_34', 'node_35', 'node_39', 'node_43']
[ 2026-05-14 11:58:16 | node_20 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:16 | node_38 | INFO ] 🧩 Model added for round 95 (4/9) from ['node_30']
[ 2026-05-14 11:58:16 | node_20 | INFO ] ✅ [FORCE] Local model added for round 95. (3/8)
[ 2026-05-14 11:58:16 | node_49 | INFO ] 🧩 Model added for round 95 (4/10) from ['node_10']
[ 2026-05-14 11:58:16 | node_20 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_7', 'node_19', 'node_22', 'node_28', 'node_32', 'node_44', 'node_48']
[ 2026-05-14 11:58:16 | node_25 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:16 | node_14 | INFO ] 🧩 Model added for round 95 (7/9) from ['node_19']
[ 2026-05-14 11:58:16 | node_2 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_13']
[ 2026-05-14 11:58:16 | node_25 | INFO ] ✅ [FORCE] Local model added for round 95. (9/14)
[ 2026-05-14 11:58:16 | node_26 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:16 | node_22 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:16 | node_25 | INFO ] 📤 Sending model to 13 direct neighbors: ['node', 'node_5', 'node_7', 'node_10', 'node_15', 'node_17', 'node_23', 'node_26', 'node_29', 'node_30', 'node_34', 'node_45', 'node_49']
[ 2026-05-14 11:58:16 | node_10 | INFO ] 🧩 Model added for round 95 (6/8) from ['node_49']
[ 2026-05-14 11:58:17 | node_26 | INFO ] ✅ [FORCE] Local model added for round 95. (5/12)
[ 2026-05-14 11:58:17 | node_7 | INFO ] 🧩 Model added for round 95 (3/7) from ['node_20']
[ 2026-05-14 11:58:17 | node_26 | INFO ] 📤 Sending model to 11 direct neighbors: ['node_5', 'node_6', 'node_10', 'node_13', 'node_17', 'node_25', 'node_27', 'node_28', 'node_36', 'node_39', 'node_44']
[ 2026-05-14 11:58:17 | node_11 | INFO ] 🧩 Model added for round 95 (7/11) from ['node_40']
[ 2026-05-14 11:58:17 | node_2 | INFO ] 🧩 Model added for round 95 (8/10) from ['node_11']
[ 2026-05-14 11:58:17 | node_11 | INFO ] 🧩 Model added for round 95 (8/11) from ['node_6']
[ 2026-05-14 11:58:17 | node | INFO ] 🧩 Model added for round 95 (7/8) from ['node_25']
[ 2026-05-14 11:58:17 | node_5 | INFO ] 🧩 Model added for round 95 (8/9) from ['node_26']
[ 2026-05-14 11:58:17 | node_42 | INFO ] 🎉 Round 95 of 100 finished.
[ 2026-05-14 11:58:17 | node_19 | INFO ] 🧩 Model added for round 95 (5/11) from ['node_37']
[ 2026-05-14 11:58:17 | node_42 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:58:17 | node_6 | INFO ] 🧩 Model added for round 95 (9/15) from ['node_44']
[ 2026-05-14 11:58:17 | node_47 | INFO ] 🎉 Round 95 of 100 finished.
[ 2026-05-14 11:58:18 | node_47 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:58:18 | node_42 | INFO ] ♻️ Proactively processing 2 early models for round 95.
[ 2026-05-14 11:58:18 | node_42 | INFO ] 🧩 Model added for round 95 (1/7) from ['node_16']
[ 2026-05-14 11:58:18 | node_42 | INFO ] 🧩 Model added for round 95 (2/7) from ['node_48']
[ 2026-05-14 11:58:18 | node_47 | INFO ] ♻️ Proactively processing 1 early models for round 95.
[ 2026-05-14 11:58:18 | node_28 | INFO ] 🧩 Model added for round 95 (5/15) from ['node_39']
[ 2026-05-14 11:58:18 | node_42 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:58:18 | node_47 | INFO ] 🧩 Model added for round 95 (1/6) from ['node_29']
[ 2026-05-14 11:58:18 | node_47 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:58:18 | node_4 | INFO ] 🧩 Model added for round 95 (6/7) from ['node_43']
[ 2026-05-14 11:58:18 | node_40 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_30']
[ 2026-05-14 11:58:18 | node_19 | INFO ] 🧩 Model added for round 95 (6/11) from ['node_20']
[ 2026-05-14 11:58:18 | node_28 | INFO ] 🧩 Model added for round 95 (6/15) from ['node_14']
[ 2026-05-14 11:58:18 | node_14 | INFO ] 🧩 Model added for round 95 (8/9) from ['node_28']
[ 2026-05-14 11:58:18 | node_16 | INFO ] 🧩 Model added for round 95 (7/9) from ['node_19']
[ 2026-05-14 11:58:18 | node_42 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:19 | node_47 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:19 | node_17 | INFO ] 🧩 Model added for round 95 (6/14) from ['node_46']
[ 2026-05-14 11:58:19 | node_38 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:19 | node_5 | INFO ] 🧩 Model added for round 95 (9/9) from ['node_25']
[ 2026-05-14 11:58:19 | node_19 | INFO ] 🧩 Model added for round 95 (7/11) from ['node_23']
[ 2026-05-14 11:58:19 | node_14 | INFO ] 🧩 Model added for round 95 (9/9) from ['node_49']
[ 2026-05-14 11:58:19 | node_38 | INFO ] ✅ [FORCE] Local model added for round 95. (5/9)
[ 2026-05-14 11:58:19 | node_17 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:19 | node_18 | INFO ] 🧩 Model added for round 95 (6/7) from ['node_13']
[ 2026-05-14 11:58:19 | node_38 | INFO ] 📤 Sending model to 8 direct neighbors: ['node_2', 'node_6', 'node_7', 'node_11', 'node_17', 'node_19', 'node_27', 'node_30']
[ 2026-05-14 11:58:19 | node_17 | INFO ] ✅ [FORCE] Local model added for round 95. (7/14)
[ 2026-05-14 11:58:19 | node_3 | INFO ] 🧩 Model added for round 95 (6/10) from ['node_11']
[ 2026-05-14 11:58:19 | node_6 | INFO ] 🧩 Model added for round 95 (10/15) from ['node_26']
[ 2026-05-14 11:58:19 | node_15 | INFO ] 🧩 Model added for round 95 (4/6) from ['node_40']
[ 2026-05-14 11:58:19 | node_17 | INFO ] 📤 Sending model to 13 direct neighbors: ['node_3', 'node_4', 'node_6', 'node_9', 'node_23', 'node_25', 'node_26', 'node_36', 'node_29', 'node_32', 'node_38', 'node_43', 'node_46']
[ 2026-05-14 11:58:19 | node_12 | INFO ] 🎉 Round 95 of 100 finished.
[ 2026-05-14 11:58:19 | node_17 | INFO ] 🧩 Model added for round 95 (8/14) from ['node_6']
[ 2026-05-14 11:58:20 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:58:20 | node_3 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_17']
[ 2026-05-14 11:58:20 | node_2 | INFO ] 🧩 Model added for round 95 (9/10) from ['node_38']
[ 2026-05-14 11:58:20 | node_28 | INFO ] 🧩 Model added for round 95 (7/15) from ['node_37']
[ 2026-05-14 11:58:20 | node_11 | INFO ] 🧩 Model added for round 95 (9/11) from ['node_43']
[ 2026-05-14 11:58:20 | node_12 | INFO ] ♻️ Proactively processing 10 early models for round 95.
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (1/15) from ['node_1']
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (2/15) from ['node_3']
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (3/15) from ['node_31']
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (4/15) from ['node']
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (5/15) from ['node_48']
[ 2026-05-14 11:58:20 | node_12 | INFO ] 🧩 Model added for round 95 (6/15) from ['node_35']
[ 2026-05-14 11:58:21 | node_12 | INFO ] 🧩 Model added for round 95 (7/15) from ['node_37']
[ 2026-05-14 11:58:21 | node_20 | INFO ] 🧩 Model added for round 95 (4/8) from ['node_19']
[ 2026-05-14 11:58:21 | node_32 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:21 | node_12 | INFO ] 🧩 Model added for round 95 (8/15) from ['node_46']
[ 2026-05-14 11:58:21 | node_15 | INFO ] 🧩 Model added for round 95 (5/6) from ['node_28']
[ 2026-05-14 11:58:21 | node_12 | INFO ] 🧩 Model added for round 95 (9/15) from ['node_49']
[ 2026-05-14 11:58:21 | node_28 | INFO ] 🧩 Model added for round 95 (8/15) from ['node_40']
[ 2026-05-14 11:58:21 | node_32 | INFO ] ✅ [FORCE] Local model added for round 95. (2/8)
[ 2026-05-14 11:58:21 | node_12 | INFO ] 🧩 Model added for round 95 (10/15) from ['node_13']
[ 2026-05-14 11:58:21 | node_20 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_44']
[ 2026-05-14 11:58:21 | node_26 | INFO ] 🧩 Model added for round 95 (6/12) from ['node_13']
[ 2026-05-14 11:58:21 | node_32 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_6', 'node_13', 'node_17', 'node_20', 'node_44', 'node_47', 'node_48']
[ 2026-05-14 11:58:21 | node_22 | INFO ] 🧩 Model added for round 95 (7/13) from ['node_20']
[ 2026-05-14 11:58:21 | node_12 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:58:21 | node_7 | INFO ] 🧩 Model added for round 95 (4/7) from ['node_25']
[ 2026-05-14 11:58:21 | node_19 | INFO ] 🧩 Model added for round 95 (8/11) from ['node_49']
[ 2026-05-14 11:58:21 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:21 | node_37 | INFO ] 🧩 Model added for round 95 (5/10) from ['node_39']
[ 2026-05-14 11:58:21 | node_6 | INFO ] 🧩 Model added for round 95 (11/15) from ['node_32']
[ 2026-05-14 11:58:22 | node_21 | INFO ] 🧩 Model added for round 95 (8/9) from ['node_23']
[ 2026-05-14 11:58:22 | node_12 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:22 | node_22 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:22 | node_6 | INFO ] 🧩 Model added for round 95 (12/15) from ['node_11']
[ 2026-05-14 11:58:22 | node_22 | INFO ] ✅ [FORCE] Local model added for round 95. (8/13)
[ 2026-05-14 11:58:22 | node_22 | INFO ] 📤 Sending model to 12 direct neighbors: ['node_1', 'node_3', 'node_8', 'node_11', 'node_19', 'node_20', 'node_23', 'node_30', 'node_34', 'node_35', 'node_43', 'node_48']
[ 2026-05-14 11:58:22 | node_30 | INFO ] 🧩 Model added for round 95 (5/11) from ['node_14']
[ 2026-05-14 11:58:22 | node_23 | INFO ] 🧩 Model added for round 95 (5/10) from ['node_46']
[ 2026-05-14 11:58:22 | node_6 | INFO ] 🧩 Model added for round 95 (13/15) from ['node_38']
[ 2026-05-14 11:58:22 | node_36 | INFO ] 🎉 Round 95 of 100 finished.
[ 2026-05-14 11:58:22 | node_1 | INFO ] 🧩 Model added for round 95 (9/10) from ['node_22']
[ 2026-05-14 11:58:22 | node_4 | INFO ] 🧩 Model added for round 95 (7/7) from ['node_17']
[ 2026-05-14 11:58:22 | node_19 | INFO ] 🧩 Model added for round 95 (9/11) from ['node_28']
[ 2026-05-14 11:58:22 | node_36 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:58:23 | node_12 | INFO ] 🧩 Model added for round 95 (11/15) from ['node_43']
[ 2026-05-14 11:58:23 | node_22 | INFO ] 🧩 Model added for round 95 (9/13) from ['node_19']
[ 2026-05-14 11:58:23 | node_18 | INFO ] 🧩 Model added for round 95 (7/7) from ['node_6']
[ 2026-05-14 11:58:23 | node_10 | INFO ] 🧩 Model added for round 95 (7/8) from ['node_26']
[ 2026-05-14 11:58:23 | node_36 | INFO ] ♻️ Proactively processing 5 early models for round 95.
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🧩 Model added for round 95 (1/12) from ['node_7']
[ 2026-05-14 11:58:23 | node_10 | INFO ] 🧩 Model added for round 95 (8/8) from ['node_25']
[ 2026-05-14 11:58:23 | node_26 | INFO ] 🧩 Model added for round 95 (7/12) from ['node_44']
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🧩 Model added for round 95 (2/12) from ['node_3']
[ 2026-05-14 11:58:23 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🧩 Model added for round 95 (3/12) from ['node_21']
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🧩 Model added for round 95 (4/12) from ['node_41']
[ 2026-05-14 11:58:23 | node_31 | INFO ] 🧩 Model added for round 95 (4/8) from ['node_37']
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🧩 Model added for round 95 (5/12) from ['node_30']
[ 2026-05-14 11:58:23 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:23 | node_36 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:58:24 | node_42 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:24 | node_10 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:24 | node_42 | INFO ] ✅ [FORCE] Local model added for round 95. (3/7)
[ 2026-05-14 11:58:24 | node_22 | INFO ] 🧩 Model added for round 95 (10/13) from ['node_23']
[ 2026-05-14 11:58:24 | node_47 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:24 | node_32 | INFO ] 🧩 Model added for round 95 (3/8) from ['node_13']
[ 2026-05-14 11:58:24 | node_42 | INFO ] 📤 Sending model to 6 direct neighbors: ['node_12', 'node_16', 'node_28', 'node_36', 'node_46', 'node_48']
[ 2026-05-14 11:58:24 | node_28 | INFO ] 🧩 Model added for round 95 (9/15) from ['node_20']
[ 2026-05-14 11:58:24 | node_47 | INFO ] ✅ [FORCE] Local model added for round 95. (2/6)
[ 2026-05-14 11:58:24 | node_25 | INFO ] 🧩 Model added for round 95 (10/14) from ['node_49']
[ 2026-05-14 11:58:24 | node_47 | INFO ] 📤 Sending model to 5 direct neighbors: ['node_12', 'node_28', 'node_29', 'node_32', 'node_44']
[ 2026-05-14 11:58:24 | node_36 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:58:24 | node_30 | INFO ] 🧩 Model added for round 95 (6/11) from ['node_40']
[ 2026-05-14 11:58:24 | node_6 | INFO ] 🧩 Model added for round 95 (14/15) from ['node_17']
[ 2026-05-14 11:58:24 | node_12 | INFO ] 🧩 Model added for round 95 (12/15) from ['node_42']
[ 2026-05-14 11:58:24 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:24 | node_27 | INFO ] 🧩 Model added for round 95 (3/6) from ['node_46']
[ 2026-05-14 11:58:25 | node_24 | INFO ] 🧩 Model added for round 95 (4/4) from ['node_6']
[ 2026-05-14 11:58:25 | node_31 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_14']
[ 2026-05-14 11:58:25 | node_12 | INFO ] 🧩 Model added for round 95 (13/15) from ['node_47']
[ 2026-05-14 11:58:25 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:25 | node_13 | INFO ] 🧩 Model added for round 95 (6/10) from ['node_32']
[ 2026-05-14 11:58:25 | node_3 | INFO ] 🧩 Model added for round 95 (8/10) from ['node_22']
[ 2026-05-14 11:58:25 | node_15 | INFO ] 🧩 Model added for round 95 (6/6) from ['node_25']
[ 2026-05-14 11:58:25 | node_24 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:25 | node_13 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_26']
[ 2026-05-14 11:58:25 | node_20 | INFO ] 🧩 Model added for round 95 (6/8) from ['node_28']
[ 2026-05-14 11:58:25 | node_22 | INFO ] 🧩 Model added for round 95 (11/13) from ['node_11']
[ 2026-05-14 11:58:25 | node_36 | INFO ] 🧩 Model added for round 95 (6/12) from ['node_37']
[ 2026-05-14 11:58:25 | node_10 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:26 | node_15 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:26 | node_23 | INFO ] 🧩 Model added for round 95 (6/10) from ['node_19']
[ 2026-05-14 11:58:26 | node_24 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:26 | node_7 | INFO ] 🧩 Model added for round 95 (5/7) from ['node_38']
[ 2026-05-14 11:58:26 | node_32 | INFO ] 🧩 Model added for round 95 (4/8) from ['node_44']
[ 2026-05-14 11:58:26 | node_26 | INFO ] 🧩 Model added for round 95 (8/12) from ['node_6']
[ 2026-05-14 11:58:26 | node_13 | INFO ] 🧩 Model added for round 95 (8/10) from ['node_43']
[ 2026-05-14 11:58:26 | node_33 | INFO ] 🧩 Model added for round 95 (2/2) from ['node_46']
[ 2026-05-14 11:58:27 | node_35 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_13']
[ 2026-05-14 11:58:27 | node_12 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:27 | node_33 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:27 | node_34 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-05-14 11:58:27 | node_12 | INFO ] ✅ [FORCE] Local model added for round 95. (14/15)
[ 2026-05-14 11:58:27 | node_17 | INFO ] 🧩 Model added for round 95 (9/14) from ['node_25']
[ 2026-05-14 11:58:27 | node_12 | INFO ] 📤 Sending model to 14 direct neighbors: ['node', 'node_1', 'node_3', 'node_13', 'node_31', 'node_35', 'node_36', 'node_37', 'node_42', 'node_43', 'node_46', 'node_47', 'node_48', 'node_49']
[ 2026-05-14 11:58:27 | node_39 | INFO ] 🧩 Model added for round 95 (4/8) from ['node_14']
[ 2026-05-14 11:58:27 | node_34 | INFO ] 🔬 Evaluating...
[ 2026-05-14 11:58:27 | node_15 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:27 | node_33 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:27 | node_25 | INFO ] 🧩 Model added for round 95 (11/14) from ['node_23']
[ 2026-05-14 11:58:27 | node_42 | INFO ] 🧩 Model added for round 95 (4/7) from ['node_46']
[ 2026-05-14 11:58:27 | node_35 | INFO ] 🧩 Model added for round 95 (6/8) from ['node_40']
[ 2026-05-14 11:58:28 | node_26 | INFO ] 🧩 Model added for round 95 (9/12) from ['node_28']
[ 2026-05-14 11:58:28 | node_27 | INFO ] 🧩 Model added for round 95 (4/6) from ['node_49']
[ 2026-05-14 11:58:28 | node_34 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.10384815186262131, 'test_acc': 0.9718309640884399, 'test_precision': 0.864788830280304, 'test_recall': 0.8347418904304504, 'test_f1': 0.8317371606826782, 'communication_cost': 28227900}
[ 2026-05-14 11:58:28 | node | INFO ] 🧩 Model added for round 95 (8/8) from ['node_12']
[ 2026-05-14 11:58:28 | node_17 | INFO ] 🧩 Model added for round 95 (10/14) from ['node_26']
[ 2026-05-14 11:58:28 | node_8 | INFO ] 🧩 Model added for round 95 (4/4) from ['node_22']
[ 2026-05-14 11:58:28 | node_34 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 11:58:28 | node_17 | INFO ] 🧩 Model added for round 95 (11/14) from ['node_32']
[ 2026-05-14 11:58:28 | node_32 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_20']
[ 2026-05-14 11:58:28 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:28 | node_9 | INFO ] 🧩 Model added for round 95 (3/3) from ['node_17']
[ 2026-05-14 11:58:28 | node_11 | INFO ] 🧩 Model added for round 95 (10/11) from ['node_38']
[ 2026-05-14 11:58:28 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:28 | node_16 | INFO ] 🧩 Model added for round 95 (8/9) from ['node_42']
[ 2026-05-14 11:58:29 | node_39 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_37']
[ 2026-05-14 11:58:29 | node_29 | INFO ] 🧩 Model added for round 95 (5/8) from ['node_11']
[ 2026-05-14 11:58:29 | node_28 | INFO ] 🧩 Model added for round 95 (10/15) from ['node_47']
[ 2026-05-14 11:58:29 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:29 | node_28 | INFO ] 🧩 Model added for round 95 (11/15) from ['node_19']
[ 2026-05-14 11:58:29 | node_43 | INFO ] 🧩 Model added for round 95 (6/12) from ['node_44']
[ 2026-05-14 11:58:29 | node_36 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:58:29 | node_39 | INFO ] 🧩 Model added for round 95 (6/8) from ['node_13']
[ 2026-05-14 11:58:29 | node_11 | INFO ] 🧩 Model added for round 95 (11/11) from ['node_22']
[ 2026-05-14 11:58:29 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:29 | node_16 | INFO ] 🧩 Model added for round 95 (9/9) from ['node_43']
[ 2026-05-14 11:58:29 | node_36 | INFO ] ✅ [FORCE] Local model added for round 95. (7/12)
[ 2026-05-14 11:58:29 | node_36 | INFO ] 📤 Sending model to 11 direct neighbors: ['node_3', 'node_7', 'node_12', 'node_17', 'node_21', 'node_26', 'node_30', 'node_37', 'node_41', 'node_42', 'node_49']
[ 2026-05-14 11:58:30 | node_49 | INFO ] 🧩 Model added for round 95 (5/10) from ['node_14']
[ 2026-05-14 11:58:30 | node_23 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_17']
[ 2026-05-14 11:58:30 | node_28 | INFO ] 🧩 Model added for round 95 (12/15) from ['node_6']
[ 2026-05-14 11:58:30 | node_36 | INFO ] 🧩 Model added for round 95 (8/12) from ['node_49']
[ 2026-05-14 11:58:30 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:30 | node_41 | INFO ] 🧩 Model added for round 95 (3/6) from ['node_40']
[ 2026-05-14 11:58:30 | node_3 | INFO ] 🧩 Model added for round 95 (9/10) from ['node_36']
[ 2026-05-14 11:58:30 | node_16 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:30 | node_1 | INFO ] 🧩 Model added for round 95 (10/10) from ['node_12']
[ 2026-05-14 11:58:30 | node_44 | INFO ] 🧩 Model added for round 95 (3/9) from ['node_20']
[ 2026-05-14 11:58:30 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:31 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:31 | node_23 | INFO ] 🧩 Model added for round 95 (8/10) from ['node_25']
[ 2026-05-14 11:58:31 | node_37 | INFO ] 🧩 Model added for round 95 (6/10) from ['node_11']
[ 2026-05-14 11:58:32 | node_43 | INFO ] 🧩 Model added for round 95 (7/12) from ['node_13']
[ 2026-05-14 11:58:32 | node_25 | INFO ] 🧩 Model added for round 95 (12/14) from ['node_26']
[ 2026-05-14 11:58:32 | node_17 | INFO ] 🧩 Model added for round 95 (12/14) from ['node_38']
[ 2026-05-14 11:58:32 | node_28 | INFO ] 🧩 Model added for round 95 (13/15) from ['node_42']
[ 2026-05-14 11:58:32 | node_20 | INFO ] 🧩 Model added for round 95 (7/8) from ['node_32']
[ 2026-05-14 11:58:32 | node_46 | INFO ] 🧩 Model added for round 95 (5/9) from ['node_23']
[ 2026-05-14 11:58:32 | node_37 | INFO ] 🧩 Model added for round 95 (7/10) from ['node_28']
[ 2026-05-14 11:58:32 | node_17 | INFO ] 🧩 Model added for round 95 (13/14) from ['node_43']
[ 2026-05-14 11:58:32 | node_16 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:58:32 | node_19 | INFO ] 🧩 Model added for round 95 (10/11) from ['node_22']
[ 2026-05-14 11:58:32 | node_25 | INFO ] 🧩 Model added for round 95 (13/14) from ['node_17']
[ 2026-05-14 11:58:33 | node_14 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:58:33 | node_47 | INFO ] 🧩 Model added for round 95 (3/6) from ['node_44']
[ 2026-05-14 11:58:33 | node_43 | INFO ] 🧩 Model added for round 95 (8/12) from ['node_49']
