[ 2026-03-27 19:41:58 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🎉 Round 98 of 100 finished.
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:18 | node_8 | INFO ] ♻️ Proactively processing 8 early models for round 98.
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (1/10) from ['node_1']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (2/10) from ['node_7']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (3/10) from ['node_9']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (4/10) from ['node_3']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (5/10) from ['node_4']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (6/10) from ['node_6']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (7/10) from ['node']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🧩 Model added for round 98 (8/10) from ['node_5']
[ 2026-03-27 19:42:18 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:19 | node_8 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:19 | node_8 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:19 | node_8 | INFO ] ✅ [FORCE] Local model added for round 98. (9/10)
[ 2026-03-27 19:42:23 | node_2 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8']
[ 2026-03-27 19:42:23 | node_1 | INFO ] 🧩 Model added for round 98 (7/8) from ['node_2']
[ 2026-03-27 19:42:23 | node_3 | INFO ] 🧩 Model added for round 98 (9/10) from ['node_2']
[ 2026-03-27 19:42:23 | node_4 | INFO ] 🧩 Model added for round 98 (9/10) from ['node_2']
[ 2026-03-27 19:42:24 | node_5 | INFO ] 🧩 Model added for round 98 (9/10) from ['node_2']
[ 2026-03-27 19:42:24 | node_6 | INFO ] 🧩 Model added for round 98 (8/9) from ['node_2']
[ 2026-03-27 19:42:24 | node_7 | INFO ] 🧩 Model added for round 98 (7/8) from ['node_2']
[ 2026-03-27 19:42:24 | node_8 | INFO ] 🧩 Model added for round 98 (10/10) from ['node_2']
[ 2026-03-27 19:42:24 | node_8 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-03-27 19:42:24 | node | INFO ] 🧩 Model added for round 98 (9/9) from ['node_8']
[ 2026-03-27 19:42:24 | node_1 | INFO ] 🧩 Model added for round 98 (8/8) from ['node_8']
[ 2026-03-27 19:42:25 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:25 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:25 | node_2 | INFO ] 🧩 Model added for round 98 (8/8) from ['node_8']
[ 2026-03-27 19:42:25 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:25 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:25 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:25 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:25 | node_3 | INFO ] 🧩 Model added for round 98 (10/10) from ['node_8']
[ 2026-03-27 19:42:25 | node_4 | INFO ] 🧩 Model added for round 98 (10/10) from ['node_8']
[ 2026-03-27 19:42:25 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:25 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:25 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:25 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:25 | node_5 | INFO ] 🧩 Model added for round 98 (10/10) from ['node_8']
[ 2026-03-27 19:42:25 | node_6 | INFO ] 🧩 Model added for round 98 (9/9) from ['node_8']
[ 2026-03-27 19:42:26 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:26 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:26 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:26 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:26 | node_7 | INFO ] 🧩 Model added for round 98 (8/8) from ['node_8']
[ 2026-03-27 19:42:26 | node_9 | INFO ] 🧩 Model added for round 98 (8/8) from ['node_8']
[ 2026-03-27 19:42:26 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:26 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:26 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:26 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:26 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:26 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:27 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:27 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:28 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.3763035535812378, 'test_acc': 0.913551390171051, 'test_precision': 0.4614894390106201, 'test_recall': 0.44595688581466675, 'test_f1': 0.4525238275527954, 'communication_cost': 26343772}
[ 2026-03-27 19:42:28 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:28 | node_7 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:28 | node_7 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:28 | node_7 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:28 | node_7 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:28 | node_7 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:28 | node_7 | INFO ] ✅ [FORCE] Local model added for round 99. (1/8)
[ 2026-03-27 19:42:33 | node_7 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8']
[ 2026-03-27 19:42:38 | node_2 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1739591360092163, 'test_acc': 0.9158878326416016, 'test_precision': 0.40580815076828003, 'test_recall': 0.38537344336509705, 'test_f1': 0.394773930311203, 'communication_cost': 26343772}
[ 2026-03-27 19:42:38 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_1 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_6 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_3 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_4 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_5 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_2 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:38 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.3229371309280396, 'test_acc': 0.8435754179954529, 'test_precision': 0.3684224486351013, 'test_recall': 0.33918264508247375, 'test_f1': 0.3519088625907898, 'communication_cost': 30107168}
[ 2026-03-27 19:42:38 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:38 | node_2 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:38 | node_2 | INFO ] 🧩 Model added for round 99 (1/8) from ['node_7']
[ 2026-03-27 19:42:38 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:38 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.9520952701568604, 'test_acc': 0.7805343270301819, 'test_precision': 0.33307892084121704, 'test_recall': 0.29494091868400574, 'test_f1': 0.3100341260433197, 'communication_cost': 33870564}
[ 2026-03-27 19:42:38 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node_9 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:38 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:38 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5453172326087952, 'test_acc': 0.9191176295280457, 'test_precision': 0.42016804218292236, 'test_recall': 0.39504024386405945, 'test_f1': 0.4069299101829529, 'communication_cost': 33870564}
[ 2026-03-27 19:42:38 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.7668842673301697, 'test_acc': 0.9377431869506836, 'test_precision': 0.4748833179473877, 'test_recall': 0.4570072591304779, 'test_f1': 0.46530091762542725, 'communication_cost': 33870564}
[ 2026-03-27 19:42:38 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.507760226726532, 'test_acc': 0.9587255716323853, 'test_precision': 0.5399595499038696, 'test_recall': 0.5227957963943481, 'test_f1': 0.5310735702514648, 'communication_cost': 26343772}
[ 2026-03-27 19:42:38 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:38 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1776814460754395, 'test_acc': 0.8555305004119873, 'test_precision': 0.39902886748313904, 'test_recall': 0.37690451741218567, 'test_f1': 0.38572806119918823, 'communication_cost': 30107168}
[ 2026-03-27 19:42:38 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:39 | node_6 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_6 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 2.4138998985290527, 'test_acc': 0.850649356842041, 'test_precision': 0.2605648338794708, 'test_recall': 0.23484846949577332, 'test_f1': 0.2464783638715744, 'communication_cost': 26343772}
[ 2026-03-27 19:42:39 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:39 | node_6 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:39 | node_6 | INFO ] 🧩 Model added for round 99 (1/9) from ['node_7']
[ 2026-03-27 19:42:39 | node_6 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_3 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_3 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:39 | node_3 | INFO ] 🧩 Model added for round 99 (1/10) from ['node_7']
[ 2026-03-27 19:42:39 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_5 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_5 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_1 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_5 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:39 | node_5 | INFO ] 🧩 Model added for round 99 (1/10) from ['node_7']
[ 2026-03-27 19:42:39 | node_9 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_5 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_9 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_9 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_4 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:39 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:39 | node_4 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:39 | node_4 | INFO ] 🧩 Model added for round 99 (1/10) from ['node_7']
[ 2026-03-27 19:42:39 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:39 | node | INFO ] 🧩 Model added for round 99 (1/9) from ['node_7']
[ 2026-03-27 19:42:39 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:39 | node_8 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:42:39 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:39 | node_1 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:39 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:39 | node_1 | INFO ] ✅ [FORCE] Local model added for round 99. (1/8)
[ 2026-03-27 19:42:40 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.2272412776947021, 'test_acc': 0.8700330853462219, 'test_precision': 0.29953762888908386, 'test_recall': 0.2749410569667816, 'test_f1': 0.2856311798095703, 'communication_cost': 33870564}
[ 2026-03-27 19:42:40 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:40 | node_2 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:40 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:40 | node_2 | INFO ] ✅ [FORCE] Local model added for round 99. (2/8)
[ 2026-03-27 19:42:40 | node_8 | INFO ] 🎉 Round 99 of 100 finished.
[ 2026-03-27 19:42:40 | node_8 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 10
[ 2026-03-27 19:42:40 | node_8 | INFO ] ♻️ Proactively processing 1 early models for round 99.
[ 2026-03-27 19:42:40 | node_8 | INFO ] 🧩 Model added for round 99 (1/10) from ['node_7']
[ 2026-03-27 19:42:40 | node_8 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-27 19:42:41 | node_9 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:41 | node_9 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:41 | node_9 | INFO ] ✅ [FORCE] Local model added for round 99. (1/8)
[ 2026-03-27 19:42:41 | node_8 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:41 | node_8 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:41 | node_8 | INFO ] ✅ [FORCE] Local model added for round 99. (2/10)
[ 2026-03-27 19:42:41 | node_3 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:41 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:41 | node_3 | INFO ] ✅ [FORCE] Local model added for round 99. (2/10)
[ 2026-03-27 19:42:42 | node_4 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:42 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:42 | node_4 | INFO ] ✅ [FORCE] Local model added for round 99. (2/10)
[ 2026-03-27 19:42:42 | node_6 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:42 | node_6 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:42 | node_6 | INFO ] ✅ [FORCE] Local model added for round 99. (2/9)
[ 2026-03-27 19:42:42 | node | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:42 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:42 | node | INFO ] ✅ [FORCE] Local model added for round 99. (2/9)
[ 2026-03-27 19:42:43 | node_5 | INFO ] 🎓 Training step done.
[ 2026-03-27 19:42:43 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:43 | node_5 | INFO ] ✅ [FORCE] Local model added for round 99. (2/10)
[ 2026-03-27 19:42:44 | node_1 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_8', 'node_9']
[ 2026-03-27 19:42:44 | node | INFO ] 🧩 Model added for round 99 (3/9) from ['node_1']
[ 2026-03-27 19:42:44 | node_2 | INFO ] 🧩 Model added for round 99 (3/8) from ['node_1']
[ 2026-03-27 19:42:44 | node_3 | INFO ] 🧩 Model added for round 99 (3/10) from ['node_1']
[ 2026-03-27 19:42:44 | node_4 | INFO ] 🧩 Model added for round 99 (3/10) from ['node_1']
[ 2026-03-27 19:42:45 | node_5 | INFO ] 🧩 Model added for round 99 (3/10) from ['node_1']
[ 2026-03-27 19:42:45 | node_2 | INFO ] 📤 Sending model to 7 direct neighbors: ['node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8']
[ 2026-03-27 19:42:45 | node_1 | INFO ] 🧩 Model added for round 99 (2/8) from ['node_2']
[ 2026-03-27 19:42:45 | node_8 | INFO ] 🧩 Model added for round 99 (3/10) from ['node_1']
[ 2026-03-27 19:42:45 | node_3 | INFO ] 🧩 Model added for round 99 (4/10) from ['node_2']
[ 2026-03-27 19:42:45 | node_9 | INFO ] 🧩 Model added for round 99 (2/8) from ['node_1']
[ 2026-03-27 19:42:45 | node_4 | INFO ] 🧩 Model added for round 99 (4/10) from ['node_2']
[ 2026-03-27 19:42:45 | node_5 | INFO ] 🧩 Model added for round 99 (4/10) from ['node_2']
[ 2026-03-27 19:42:45 | node_6 | INFO ] 🧩 Model added for round 99 (3/9) from ['node_2']
[ 2026-03-27 19:42:45 | node_7 | INFO ] 🧩 Model added for round 99 (2/8) from ['node_2']
[ 2026-03-27 19:42:45 | node_8 | INFO ] 🧩 Model added for round 99 (4/10) from ['node_2']
[ 2026-03-27 19:42:46 | node_9 | INFO ] 📤 Sending model to 7 direct neighbors: ['node', 'node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_8']
[ 2026-03-27 19:42:46 | node | INFO ] 🧩 Model added for round 99 (4/9) from ['node_9']
[ 2026-03-27 19:42:46 | node_1 | INFO ] 🧩 Model added for round 99 (3/8) from ['node_9']
[ 2026-03-27 19:42:46 | node_3 | INFO ] 🧩 Model added for round 99 (5/10) from ['node_9']
[ 2026-03-27 19:42:46 | node_4 | INFO ] 🧩 Model added for round 99 (5/10) from ['node_9']
[ 2026-03-27 19:42:46 | node_5 | INFO ] 🧩 Model added for round 99 (5/10) from ['node_9']
[ 2026-03-27 19:42:46 | node_8 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_9']
[ 2026-03-27 19:42:46 | node | INFO ] 🧩 Model added for round 99 (5/9) from ['node_8']
[ 2026-03-27 19:42:46 | node_6 | INFO ] 🧩 Model added for round 99 (4/9) from ['node_9']
[ 2026-03-27 19:42:46 | node_8 | INFO ] 🧩 Model added for round 99 (5/10) from ['node_9']
[ 2026-03-27 19:42:46 | node_1 | INFO ] 🧩 Model added for round 99 (4/8) from ['node_8']
[ 2026-03-27 19:42:46 | node_2 | INFO ] 🧩 Model added for round 99 (4/8) from ['node_8']
[ 2026-03-27 19:42:46 | node_3 | INFO ] 🧩 Model added for round 99 (6/10) from ['node_8']
[ 2026-03-27 19:42:46 | node_4 | INFO ] 🧩 Model added for round 99 (6/10) from ['node_8']
[ 2026-03-27 19:42:46 | node_5 | INFO ] 🧩 Model added for round 99 (6/10) from ['node_8']
[ 2026-03-27 19:42:46 | node_6 | INFO ] 🧩 Model added for round 99 (5/9) from ['node_8']
[ 2026-03-27 19:42:46 | node_7 | INFO ] 🧩 Model added for round 99 (3/8) from ['node_8']
[ 2026-03-27 19:42:46 | node_3 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:47 | node | INFO ] 🧩 Model added for round 99 (6/9) from ['node_3']
[ 2026-03-27 19:42:47 | node_4 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:47 | node_9 | INFO ] 🧩 Model added for round 99 (3/8) from ['node_8']
[ 2026-03-27 19:42:47 | node | INFO ] 🧩 Model added for round 99 (7/9) from ['node_4']
[ 2026-03-27 19:42:47 | node_1 | INFO ] 🧩 Model added for round 99 (5/8) from ['node_3']
[ 2026-03-27 19:42:47 | node_1 | INFO ] 🧩 Model added for round 99 (6/8) from ['node_4']
[ 2026-03-27 19:42:47 | node_2 | INFO ] 🧩 Model added for round 99 (5/8) from ['node_3']
[ 2026-03-27 19:42:47 | node_2 | INFO ] 🧩 Model added for round 99 (6/8) from ['node_4']
[ 2026-03-27 19:42:47 | node_4 | INFO ] 🧩 Model added for round 99 (7/10) from ['node_3']
[ 2026-03-27 19:42:47 | node_3 | INFO ] 🧩 Model added for round 99 (7/10) from ['node_4']
[ 2026-03-27 19:42:47 | node_6 | INFO ] 📤 Sending model to 8 direct neighbors: ['node', 'node_2', 'node_3', 'node_4', 'node_5', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:47 | node_5 | INFO ] 🧩 Model added for round 99 (7/10) from ['node_3']
[ 2026-03-27 19:42:47 | node | INFO ] 🧩 Model added for round 99 (8/9) from ['node_6']
[ 2026-03-27 19:42:47 | node_5 | INFO ] 🧩 Model added for round 99 (8/10) from ['node_4']
[ 2026-03-27 19:42:47 | node | INFO ] 📤 Sending model to 8 direct neighbors: ['node_1', 'node_3', 'node_4', 'node_5', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:47 | node_6 | INFO ] 🧩 Model added for round 99 (6/9) from ['node_3']
[ 2026-03-27 19:42:47 | node_2 | INFO ] 🧩 Model added for round 99 (7/8) from ['node_6']
[ 2026-03-27 19:42:47 | node_1 | INFO ] 🧩 Model added for round 99 (7/8) from ['node']
[ 2026-03-27 19:42:47 | node_6 | INFO ] 🧩 Model added for round 99 (7/9) from ['node_4']
[ 2026-03-27 19:42:47 | node_7 | INFO ] 🧩 Model added for round 99 (4/8) from ['node_3']
[ 2026-03-27 19:42:47 | node_3 | INFO ] 🧩 Model added for round 99 (8/10) from ['node_6']
[ 2026-03-27 19:42:47 | node_7 | INFO ] 🧩 Model added for round 99 (5/8) from ['node_4']
[ 2026-03-27 19:42:47 | node_3 | INFO ] 🧩 Model added for round 99 (9/10) from ['node']
[ 2026-03-27 19:42:48 | node_8 | INFO ] 🧩 Model added for round 99 (6/10) from ['node_3']
[ 2026-03-27 19:42:48 | node_4 | INFO ] 🧩 Model added for round 99 (8/10) from ['node_6']
[ 2026-03-27 19:42:48 | node_8 | INFO ] 🧩 Model added for round 99 (7/10) from ['node_4']
[ 2026-03-27 19:42:48 | node_4 | INFO ] 🧩 Model added for round 99 (9/10) from ['node']
[ 2026-03-27 19:42:48 | node_5 | INFO ] 📤 Sending model to 9 direct neighbors: ['node', 'node_1', 'node_2', 'node_3', 'node_4', 'node_6', 'node_7', 'node_8', 'node_9']
[ 2026-03-27 19:42:48 | node_9 | INFO ] 🧩 Model added for round 99 (4/8) from ['node_3']
[ 2026-03-27 19:42:48 | node | INFO ] 🧩 Model added for round 99 (9/9) from ['node_5']
[ 2026-03-27 19:42:48 | node_9 | INFO ] 🧩 Model added for round 99 (5/8) from ['node_4']
[ 2026-03-27 19:42:48 | node_5 | INFO ] 🧩 Model added for round 99 (9/10) from ['node_6']
[ 2026-03-27 19:42:48 | node_5 | INFO ] 🧩 Model added for round 99 (10/10) from ['node']
[ 2026-03-27 19:42:48 | node_1 | INFO ] 🧩 Model added for round 99 (8/8) from ['node_5']
[ 2026-03-27 19:42:48 | node_7 | INFO ] 🧩 Model added for round 99 (6/8) from ['node_6']
[ 2026-03-27 19:42:48 | node_6 | INFO ] 🧩 Model added for round 99 (8/9) from ['node']
[ 2026-03-27 19:42:48 | node_2 | INFO ] 🧩 Model added for round 99 (8/8) from ['node_5']
[ 2026-03-27 19:42:48 | node_8 | INFO ] 🧩 Model added for round 99 (8/10) from ['node_6']
[ 2026-03-27 19:42:48 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:48 | node_7 | INFO ] 🧩 Model added for round 99 (7/8) from ['node']
[ 2026-03-27 19:42:48 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:48 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:48 | node_3 | INFO ] 🧩 Model added for round 99 (10/10) from ['node_5']
[ 2026-03-27 19:42:48 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node_8 | INFO ] 🧩 Model added for round 99 (9/10) from ['node']
[ 2026-03-27 19:42:49 | node_9 | INFO ] 🧩 Model added for round 99 (6/8) from ['node_6']
[ 2026-03-27 19:42:49 | node_9 | INFO ] 🧩 Model added for round 99 (7/8) from ['node']
[ 2026-03-27 19:42:49 | node_4 | INFO ] 🧩 Model added for round 99 (10/10) from ['node_5']
[ 2026-03-27 19:42:49 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node_6 | INFO ] 🧩 Model added for round 99 (9/9) from ['node_5']
[ 2026-03-27 19:42:49 | node_6 | INFO ] 🧠 Aggregation complete. Setting new model.
