[ 2026-05-14 04:51:21 | None | INFO ] Created experiment folder: /home/hoap/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_DSGTAggregator_model_build_fn_20260514_045121 and copied dsgt_test.yaml
[ 2026-05-14 04:52:26 | node_4 | INFO ] ✅ [FORCE] Local model added for round 2. (5/5)
[ 2026-05-14 04:52:26 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:52:26 | node | INFO ] 🧩 Model added for round 2 (5/5) from ['node_4']
[ 2026-05-14 04:52:26 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:26 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:26 | node_1 | INFO ] 🧩 Model added for round 2 (5/5) from ['node_4']
[ 2026-05-14 04:52:26 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:26 | node_2 | INFO ] 🧩 Model added for round 2 (5/5) from ['node_4']
[ 2026-05-14 04:52:26 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:26 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:26 | node_3 | INFO ] 🧩 Model added for round 2 (5/5) from ['node_4']
[ 2026-05-14 04:52:26 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:26 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:26 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:26 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:26 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:26 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:26 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:27 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4216620624065399, 'test_acc': 0.8914999961853027, 'test_precision': 0.8919742107391357, 'test_recall': 0.8917692303657532, 'test_f1': 0.8806964755058289, 'communication_cost': 11291160}
[ 2026-05-14 04:52:27 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:27 | node_4 | INFO ] 🎉 Round 3 of 20 finished.
[ 2026-05-14 04:52:27 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:27 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:27 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:27 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:27 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:27 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:27 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:27 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:27 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:27 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:27 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5561255216598511, 'test_acc': 0.8659999966621399, 'test_precision': 0.8838128447532654, 'test_recall': 0.8699473738670349, 'test_f1': 0.8617953658103943, 'communication_cost': 11291160}
[ 2026-05-14 04:52:27 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:27 | node | INFO ] 🎉 Round 3 of 20 finished.
[ 2026-05-14 04:52:27 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:27 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:28 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.46861302852630615, 'test_acc': 0.8880000114440918, 'test_precision': 0.8963820338249207, 'test_recall': 0.8848319053649902, 'test_f1': 0.8758925199508667, 'communication_cost': 11291160}
[ 2026-05-14 04:52:28 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:28 | node_1 | INFO ] 🎉 Round 3 of 20 finished.
[ 2026-05-14 04:52:28 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:28 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:28 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5264468193054199, 'test_acc': 0.8715000152587891, 'test_precision': 0.878028929233551, 'test_recall': 0.8761938214302063, 'test_f1': 0.861728847026825, 'communication_cost': 11291160}
[ 2026-05-14 04:52:28 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:28 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.5909808874130249, 'test_acc': 0.8650000095367432, 'test_precision': 0.8645757436752319, 'test_recall': 0.8624173402786255, 'test_f1': 0.846623420715332, 'communication_cost': 11291160}
[ 2026-05-14 04:52:28 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:28 | node_2 | INFO ] 🎉 Round 3 of 20 finished.
[ 2026-05-14 04:52:28 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:28 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:28 | node_3 | INFO ] 🎉 Round 3 of 20 finished.
[ 2026-05-14 04:52:28 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:28 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:29 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:30 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:30 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:30 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:30 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:34 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:34 | node_4 | INFO ] ✅ [FORCE] Local model added for round 3. (1/5)
[ 2026-05-14 04:52:34 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:52:34 | node | INFO ] 🧩 Model added for round 3 (1/5) from ['node_4']
[ 2026-05-14 04:52:34 | node_1 | INFO ] 🧩 Model added for round 3 (1/5) from ['node_4']
[ 2026-05-14 04:52:34 | node_2 | INFO ] 🧩 Model added for round 3 (1/5) from ['node_4']
[ 2026-05-14 04:52:34 | node_3 | INFO ] 🧩 Model added for round 3 (1/5) from ['node_4']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:35 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:35 | node_1 | INFO ] ✅ [FORCE] Local model added for round 3. (2/5)
[ 2026-05-14 04:52:35 | node | INFO ] ✅ [FORCE] Local model added for round 3. (2/5)
[ 2026-05-14 04:52:35 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:35 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:35 | node | INFO ] 🧩 Model added for round 3 (3/5) from ['node_1']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🧩 Model added for round 3 (3/5) from ['node']
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🧩 Model added for round 3 (2/5) from ['node_1']
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🧩 Model added for round 3 (3/5) from ['node']
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🧩 Model added for round 3 (2/5) from ['node_1']
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🧩 Model added for round 3 (3/5) from ['node']
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🧩 Model added for round 3 (2/5) from ['node_1']
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🧩 Model added for round 3 (3/5) from ['node']
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:35 | node_3 | INFO ] ✅ [FORCE] Local model added for round 3. (4/5)
[ 2026-05-14 04:52:35 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:52:35 | node | INFO ] 🧩 Model added for round 3 (4/5) from ['node_3']
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:35 | node_2 | INFO ] ✅ [FORCE] Local model added for round 3. (4/5)
[ 2026-05-14 04:52:35 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🧩 Model added for round 3 (4/5) from ['node_3']
[ 2026-05-14 04:52:35 | node | INFO ] 🧩 Model added for round 3 (5/5) from ['node_2']
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🧩 Model added for round 3 (5/5) from ['node_3']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🧩 Model added for round 3 (5/5) from ['node_2']
[ 2026-05-14 04:52:35 | ModelPackager | INFO ] Round 3: Interval reached (2). Authorized node saving & pushing...
[ 2026-05-14 04:52:35 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:35 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🧩 Model added for round 3 (4/5) from ['node_3']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🧩 Model added for round 3 (5/5) from ['node_2']
[ 2026-05-14 04:52:35 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🧩 Model added for round 3 (5/5) from ['node_2']
[ 2026-05-14 04:52:35 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:35 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:35 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:36 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2660526633262634, 'test_acc': 0.921500027179718, 'test_precision': 0.9240318536758423, 'test_recall': 0.9222850799560547, 'test_f1': 0.9152699708938599, 'communication_cost': 11291160}
[ 2026-05-14 04:52:36 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:36 | node_2 | INFO ] 🎉 Round 4 of 20 finished.
[ 2026-05-14 04:52:36 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:36 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:36 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:36 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:36 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:36 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:36 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:36 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:36 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:36 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:37 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3273254632949829, 'test_acc': 0.9129999876022339, 'test_precision': 0.9202515482902527, 'test_recall': 0.9154855012893677, 'test_f1': 0.9094805121421814, 'communication_cost': 11291160}
[ 2026-05-14 04:52:37 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:37 | node | INFO ] 🎉 Round 4 of 20 finished.
[ 2026-05-14 04:52:37 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:37 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:37 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2910059094429016, 'test_acc': 0.921999990940094, 'test_precision': 0.9252611398696899, 'test_recall': 0.925047755241394, 'test_f1': 0.9167146682739258, 'communication_cost': 11291160}
[ 2026-05-14 04:52:37 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:37 | node_1 | INFO ] 🎉 Round 4 of 20 finished.
[ 2026-05-14 04:52:37 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:37 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:37 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3332463204860687, 'test_acc': 0.9070000052452087, 'test_precision': 0.8993222117424011, 'test_recall': 0.9057157635688782, 'test_f1': 0.890942394733429, 'communication_cost': 11291160}
[ 2026-05-14 04:52:37 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:37 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2818007469177246, 'test_acc': 0.9179999828338623, 'test_precision': 0.9186093807220459, 'test_recall': 0.9216012358665466, 'test_f1': 0.9109036326408386, 'communication_cost': 11291160}
[ 2026-05-14 04:52:37 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:37 | node_3 | INFO ] 🎉 Round 4 of 20 finished.
[ 2026-05-14 04:52:37 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:37 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:37 | node_4 | INFO ] 🎉 Round 4 of 20 finished.
[ 2026-05-14 04:52:37 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:37 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:38 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:39 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:39 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:39 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:39 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:43 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:43 | node_2 | INFO ] ✅ [FORCE] Local model added for round 4. (1/5)
[ 2026-05-14 04:52:43 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:52:43 | node | INFO ] 🧩 Model added for round 4 (1/5) from ['node_2']
[ 2026-05-14 04:52:43 | node_1 | INFO ] 🧩 Model added for round 4 (1/5) from ['node_2']
[ 2026-05-14 04:52:43 | node_3 | INFO ] 🧩 Model added for round 4 (1/5) from ['node_2']
[ 2026-05-14 04:52:43 | node_4 | INFO ] 🧩 Model added for round 4 (1/5) from ['node_2']
[ 2026-05-14 04:52:44 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:44 | node | INFO ] ✅ [FORCE] Local model added for round 4. (2/5)
[ 2026-05-14 04:52:44 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🧩 Model added for round 4 (2/5) from ['node']
[ 2026-05-14 04:52:44 | node_2 | INFO ] 🧩 Model added for round 4 (2/5) from ['node']
[ 2026-05-14 04:52:44 | node_3 | INFO ] 🧩 Model added for round 4 (2/5) from ['node']
[ 2026-05-14 04:52:44 | node_4 | INFO ] 🧩 Model added for round 4 (2/5) from ['node']
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:44 | node_1 | INFO ] ✅ [FORCE] Local model added for round 4. (3/5)
[ 2026-05-14 04:52:44 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:44 | node | INFO ] 🧩 Model added for round 4 (3/5) from ['node_1']
[ 2026-05-14 04:52:44 | node_2 | INFO ] 🧩 Model added for round 4 (3/5) from ['node_1']
[ 2026-05-14 04:52:44 | node_3 | INFO ] 🧩 Model added for round 4 (3/5) from ['node_1']
[ 2026-05-14 04:52:44 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:44 | node_4 | INFO ] ✅ [FORCE] Local model added for round 4. (3/5)
[ 2026-05-14 04:52:44 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:52:44 | node_4 | INFO ] 🧩 Model added for round 4 (4/5) from ['node_1']
[ 2026-05-14 04:52:44 | node | INFO ] 🧩 Model added for round 4 (4/5) from ['node_4']
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🧩 Model added for round 4 (4/5) from ['node_4']
[ 2026-05-14 04:52:44 | node_2 | INFO ] 🧩 Model added for round 4 (4/5) from ['node_4']
[ 2026-05-14 04:52:44 | node_3 | INFO ] 🧩 Model added for round 4 (4/5) from ['node_4']
[ 2026-05-14 04:52:44 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:44 | node_3 | INFO ] ✅ [FORCE] Local model added for round 4. (5/5)
[ 2026-05-14 04:52:44 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:52:44 | node | INFO ] 🧩 Model added for round 4 (5/5) from ['node_3']
[ 2026-05-14 04:52:44 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🧩 Model added for round 4 (5/5) from ['node_3']
[ 2026-05-14 04:52:44 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:44 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:44 | node_2 | INFO ] 🧩 Model added for round 4 (5/5) from ['node_3']
[ 2026-05-14 04:52:44 | node_4 | INFO ] 🧩 Model added for round 4 (5/5) from ['node_3']
[ 2026-05-14 04:52:44 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:45 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:45 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:45 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:45 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3967422842979431, 'test_acc': 0.8794999718666077, 'test_precision': 0.8854197263717651, 'test_recall': 0.8769015073776245, 'test_f1': 0.8635767102241516, 'communication_cost': 11291160}
[ 2026-05-14 04:52:45 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🎉 Round 5 of 20 finished.
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:45 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:45 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:45 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:45 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:45 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:46 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:46 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:46 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:46 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:46 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3832753002643585, 'test_acc': 0.8899999856948853, 'test_precision': 0.8963398933410645, 'test_recall': 0.8894320130348206, 'test_f1': 0.8801965713500977, 'communication_cost': 11291160}
[ 2026-05-14 04:52:46 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:46 | node | INFO ] 🎉 Round 5 of 20 finished.
[ 2026-05-14 04:52:46 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:46 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:46 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.36101531982421875, 'test_acc': 0.8980000019073486, 'test_precision': 0.9018610715866089, 'test_recall': 0.8998823761940002, 'test_f1': 0.8867931365966797, 'communication_cost': 11291160}
[ 2026-05-14 04:52:46 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:46 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3327779769897461, 'test_acc': 0.9024999737739563, 'test_precision': 0.9113155007362366, 'test_recall': 0.9006229639053345, 'test_f1': 0.8952992558479309, 'communication_cost': 11291160}
[ 2026-05-14 04:52:46 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:46 | node_1 | INFO ] 🎉 Round 5 of 20 finished.
[ 2026-05-14 04:52:46 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:46 | node_2 | INFO ] 🎉 Round 5 of 20 finished.
[ 2026-05-14 04:52:46 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:46 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:46 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:46 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3632892072200775, 'test_acc': 0.8920000195503235, 'test_precision': 0.8975898623466492, 'test_recall': 0.8992935419082642, 'test_f1': 0.8834003806114197, 'communication_cost': 11291160}
[ 2026-05-14 04:52:46 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:46 | node_4 | INFO ] 🎉 Round 5 of 20 finished.
[ 2026-05-14 04:52:46 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:46 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:48 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:48 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:48 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:48 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:48 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:53 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:53 | node_3 | INFO ] ✅ [FORCE] Local model added for round 5. (1/5)
[ 2026-05-14 04:52:53 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:52:53 | node | INFO ] 🧩 Model added for round 5 (1/5) from ['node_3']
[ 2026-05-14 04:52:53 | node_1 | INFO ] 🧩 Model added for round 5 (1/5) from ['node_3']
[ 2026-05-14 04:52:53 | node_2 | INFO ] 🧩 Model added for round 5 (1/5) from ['node_3']
[ 2026-05-14 04:52:53 | node_4 | INFO ] 🧩 Model added for round 5 (1/5) from ['node_3']
[ 2026-05-14 04:52:53 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:53 | node_4 | INFO ] ✅ [FORCE] Local model added for round 5. (2/5)
[ 2026-05-14 04:52:53 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:53 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:52:53 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:53 | node_2 | INFO ] ✅ [FORCE] Local model added for round 5. (2/5)
[ 2026-05-14 04:52:53 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:52:53 | node | INFO ] ✅ [FORCE] Local model added for round 5. (2/5)
[ 2026-05-14 04:52:53 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:53 | node_1 | INFO ] 🧩 Model added for round 5 (2/5) from ['node']
[ 2026-05-14 04:52:53 | node | INFO ] 🧩 Model added for round 5 (3/5) from ['node_2']
[ 2026-05-14 04:52:53 | node | INFO ] 🧩 Model added for round 5 (4/5) from ['node_4']
[ 2026-05-14 04:52:53 | node_1 | INFO ] 🧩 Model added for round 5 (3/5) from ['node_4']
[ 2026-05-14 04:52:53 | node_2 | INFO ] 🧩 Model added for round 5 (3/5) from ['node']
[ 2026-05-14 04:52:53 | node_1 | INFO ] 🧩 Model added for round 5 (4/5) from ['node_2']
[ 2026-05-14 04:52:53 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:52:53 | node_1 | INFO ] ✅ [FORCE] Local model added for round 5. (5/5)
[ 2026-05-14 04:52:53 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:52:53 | node_2 | INFO ] 🧩 Model added for round 5 (4/5) from ['node_4']
[ 2026-05-14 04:52:53 | node_3 | INFO ] 🧩 Model added for round 5 (2/5) from ['node']
[ 2026-05-14 04:52:53 | node_3 | INFO ] 🧩 Model added for round 5 (3/5) from ['node_2']
[ 2026-05-14 04:52:53 | node | INFO ] 🧩 Model added for round 5 (5/5) from ['node_1']
[ 2026-05-14 04:52:53 | node_3 | INFO ] 🧩 Model added for round 5 (4/5) from ['node_4']
[ 2026-05-14 04:52:53 | node_4 | INFO ] 🧩 Model added for round 5 (3/5) from ['node']
[ 2026-05-14 04:52:54 | node_4 | INFO ] 🧩 Model added for round 5 (4/5) from ['node_2']
