[ 2026-02-13 08:50:50 | None | INFO ] Created experiment folder: /mnt/c/Users/thaih/Documents/HK252/DATN/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_DFedAdp_model_build_fn_20260213_085050 and copied mnist.yaml
[ 2026-02-13 08:56:13 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.730679035186768, 'test_acc\n': 0.27272728085517883, 'test_precision\n': 0.32264596223831177, 'test_recall\n': 0.2773548364639282, 'test_f1\n': 0.2063940465450287}
[ 2026-02-13 08:56:13 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:13 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:13 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:13 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:20 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:20 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:56:20 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:20 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:56:20 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:20 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:56:25 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:56:25 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:56:25 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:56:25 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:56:25 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:56:25 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:25 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🎉 Round 6 of 10 finished.
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🎉 Round 6 of 10 finished.
[ 2026-02-13 08:56:25 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:25 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:26 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:26 | node | INFO ] 🎉 Round 6 of 10 finished.
[ 2026-02-13 08:56:26 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:26 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:26 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:26 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:26 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:26 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:26 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:26 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:26 | node | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:26 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:29 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.819707870483398, 'test_acc\n': 0.17671766877174377, 'test_precision\n': 0.30815452337265015, 'test_recall\n': 0.16732168197631836, 'test_f1\n': 0.1237003281712532}
[ 2026-02-13 08:56:29 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:29 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:29 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.481065273284912, 'test_acc\n': 0.2832283079624176, 'test_precision\n': 0.44840583205223083, 'test_recall\n': 0.28499045968055725, 'test_f1\n': 0.24780087172985077}
[ 2026-02-13 08:56:29 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:29 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 5.874759197235107, 'test_acc\n': 0.2882423400878906, 'test_precision\n': 0.4135720133781433, 'test_recall\n': 0.2895386219024658, 'test_f1\n': 0.24603524804115295}
[ 2026-02-13 08:56:29 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:30 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:30 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:36 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:36 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:56:36 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:36 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:56:36 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:36 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:56:41 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:56:41 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:56:41 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:56:41 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:56:41 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:56:41 | node_1 | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:56:41 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:56:41 | node_1 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:56:41 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:41 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:56:41 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:41 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:41 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:41 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:41 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:41 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:41 | node | INFO ] 🎉 Round 7 of 10 finished.
[ 2026-02-13 08:56:41 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🎉 Round 7 of 10 finished.
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🎉 Round 7 of 10 finished.
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:42 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:42 | node | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:42 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:42 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_2', 'node_1', 'node']
[ 2026-02-13 08:56:42 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:45 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.522367000579834, 'test_acc\n': 0.24325135350227356, 'test_precision\n': 0.47609758377075195, 'test_recall\n': 0.23863929510116577, 'test_f1\n': 0.2038591355085373}
[ 2026-02-13 08:56:45 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:45 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 5.7186598777771, 'test_acc\n': 0.3333333432674408, 'test_precision\n': 0.4093547761440277, 'test_recall\n': 0.3359648287296295, 'test_f1\n': 0.2711653411388397}
[ 2026-02-13 08:56:45 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:45 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.420506477355957, 'test_acc\n': 0.28022801876068115, 'test_precision\n': 0.43320339918136597, 'test_recall\n': 0.2728365659713745, 'test_f1\n': 0.2207745611667633}
[ 2026-02-13 08:56:45 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:56:45 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:45 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:45 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:56:52 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:52 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:56:52 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:52 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:56:52 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:56:52 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:56:57 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:56:57 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:56:57 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:56:57 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 08:56:57 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:56:57 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:57 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🎉 Round 8 of 10 finished.
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🎉 Round 8 of 10 finished.
[ 2026-02-13 08:56:57 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:57 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:58 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:56:58 | node | INFO ] 🎉 Round 8 of 10 finished.
[ 2026-02-13 08:56:58 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:56:58 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:58 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:58 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:58 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:58 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:58 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:56:58 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:56:58 | node | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:56:58 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:02 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.4928717613220215, 'test_acc\n': 0.3018301725387573, 'test_precision\n': 0.42474326491355896, 'test_recall\n': 0.3080243468284607, 'test_f1\n': 0.2554899752140045}
[ 2026-02-13 08:57:02 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:02 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.630167961120605, 'test_acc\n': 0.18721872568130493, 'test_precision\n': 0.2939227223396301, 'test_recall\n': 0.17947602272033691, 'test_f1\n': 0.12869472801685333}
[ 2026-02-13 08:57:02 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:02 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.478070259094238, 'test_acc\n': 0.3488302230834961, 'test_precision\n': 0.5493013858795166, 'test_recall\n': 0.3497871458530426, 'test_f1\n': 0.32281386852264404}
[ 2026-02-13 08:57:02 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:02 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:02 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:02 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:09 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:09 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:57:10 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:10 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:57:10 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:10 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:57:14 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:57:14 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:57:14 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:57:15 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:57:15 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:57:15 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:57:15 | node_1 | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 08:57:15 | node_1 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:57:15 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:15 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:15 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:15 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:15 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🎉 Round 9 of 10 finished.
[ 2026-02-13 08:57:15 | node | INFO ] 🎉 Round 9 of 10 finished.
[ 2026-02-13 08:57:15 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:57:15 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🎉 Round 9 of 10 finished.
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 08:57:16 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:57:16 | node | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:57:16 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:57:16 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:16 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node_1', 'node_2', 'node']
[ 2026-02-13 08:57:16 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:16 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:19 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.968778610229492, 'test_acc\n': 0.28734251856803894, 'test_precision\n': 0.5050772428512573, 'test_recall\n': 0.2846904397010803, 'test_f1\n': 0.2554228603839874}
[ 2026-02-13 08:57:19 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:19 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 5.942749977111816, 'test_acc\n': 0.31713172793388367, 'test_precision\n': 0.45348337292671204, 'test_recall\n': 0.3174605369567871, 'test_f1\n': 0.2531597912311554}
[ 2026-02-13 08:57:19 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:19 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:19 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 6.772212982177734, 'test_acc\n': 0.31203120946884155, 'test_precision\n': 0.3935118615627289, 'test_recall\n': 0.305649071931839, 'test_f1\n': 0.2599884569644928}
[ 2026-02-13 08:57:19 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:19 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:20 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 08:57:28 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:28 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 08:57:28 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:28 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 08:57:28 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 08:57:28 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 08:57:33 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 08:57:33 | node | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:57:33 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 08:57:33 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 08:57:33 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 08:57:33 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 08:57:33 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:57:33 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 08:57:33 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 08:57:33 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:33 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:34 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 08:57:34 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:34 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:34 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 08:57:34 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:34 | node_2 | INFO ] 🎉 Round 10 of 10 finished.
[ 2026-02-13 08:57:34 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:35 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:35 | node | INFO ] 🎉 Round 10 of 10 finished.
[ 2026-02-13 08:57:35 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:35 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 08:57:35 | node_1 | INFO ] 🎉 Round 10 of 10 finished.
[ 2026-02-13 08:57:35 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 08:57:37 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 5.819304466247559, 'test_acc\n': 0.3432343304157257, 'test_precision\n': 0.4699740409851074, 'test_recall\n': 0.34433332085609436, 'test_f1\n': 0.273525595664978}
[ 2026-02-13 08:57:37 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:37 | node_2 | INFO ] 😋 Training finished!!
[ 2026-02-13 08:57:38 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.731047630310059, 'test_acc\n': 0.35392922163009644, 'test_precision\n': 0.5485110282897949, 'test_recall\n': 0.3573605716228485, 'test_f1\n': 0.3195266127586365}
[ 2026-02-13 08:57:38 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:38 | node | INFO ] 😋 Training finished!!
[ 2026-02-13 08:57:38 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.518707275390625, 'test_acc\n': 0.20852085947990417, 'test_precision\n': 0.2839886248111725, 'test_recall\n': 0.19914881885051727, 'test_f1\n': 0.1460646241903305}
[ 2026-02-13 08:57:38 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 08:57:38 | node_1 | INFO ] 😋 Training finished!!
[ 2026-02-13 08:57:38 | node | INFO ] Stopping node...
[ 2026-02-13 08:57:38 | node | INFO ] 🛑 Stopping gossiper...
[ 2026-02-13 08:57:38 | node | INFO ] InMemoryServer stopped at node
[ 2026-02-13 08:57:38 | node_1 | INFO ] Stopping node...
[ 2026-02-13 08:57:38 | node_1 | INFO ] 🛑 Stopping gossiper...
[ 2026-02-13 08:57:38 | node_1 | INFO ] InMemoryServer stopped at node_1
[ 2026-02-13 08:57:38 | node_2 | INFO ] Stopping node...
[ 2026-02-13 08:57:38 | node_2 | INFO ] 🛑 Stopping gossiper...
[ 2026-02-13 08:57:38 | node_2 | INFO ] InMemoryServer stopped at node_2
